apv    channel    group
17    69    2
17    70    1
17    71    0
17    72    3
17    73    2
17    74    1
17    75    0
17    76    3
17    77    2
17    78    1
17    79    0
17    80    3
17    81    2
17    82    1
17    83    0
17    84    3
17    85    2
17    86    1
17    87    0
17    88    3
17    89    2
17    90    1
17    91    0
17    92    3
17    93    2
17    94    1
17    95    0
17    96    3
17    97    2
17    98    1
17    99    0
17    100    3
17    101    2
17    102    1
17    103    0
17    104    3
17    105    2
17    106    1
17    107    0
17    108    3
17    109    2
17    110    1
17    111    0
17    112    3
17    113    2
17    114    1
17    115    0
17    116    3
17    117    2
17    118    1
17    119    0
17    120    3
17    121    2
17    122    1
17    123    0
17    124    3
17    125    2
17    126    1
17    127    0
18    0    0
18    1    1
18    2    2
18    3    3
18    4    0
18    5    1
18    6    2
18    7    3
18    8    0
18    9    1
18    10    2
18    11    3
18    12    0
18    13    1
18    14    2
18    15    3
18    16    0
18    17    1
18    18    2
18    19    3
18    20    0
18    21    1
18    22    2
18    23    3
18    24    0
18    25    1
18    26    2
18    27    3
18    28    0
18    29    1
18    30    2
18    31    3
18    32    0
18    33    1
18    34    2
18    35    3
18    36    0
18    37    1
18    38    2
18    39    3
18    40    0
18    41    1
18    42    2
18    43    3
18    44    0
18    45    1
18    46    2
18    47    3
18    48    0
18    49    1
18    50    2
18    51    3
18    52    0
18    53    1
18    54    2
18    55    3
18    56    0
18    57    1
18    58    2
18    59    3
18    60    0
18    61    1
18    62    2
18    63    3
18    64    0
18    65    1
18    66    2
18    67    3
18    68    0
18    69    1
18    70    2
18    71    3
18    72    0
18    73    1
18    74    2
18    75    3
18    76    0
18    77    1
18    78    2
18    79    3
18    80    0
18    81    1
18    82    2
18    83    3
18    84    0
18    85    1
18    86    2
18    87    3
18    88    0
18    89    1
18    90    2
18    91    3
18    92    0
18    93    1
18    94    2
18    95    3
18    96    0
18    97    1
18    98    2
18    99    3
18    100    0
18    101    1
18    102    2
18    103    3
18    104    0
18    105    1
18    106    2
18    107    3
18    108    0
18    109    1
18    110    2
18    111    3
18    112    0
18    113    1
18    114    2
18    115    3
18    116    0
18    117    1
18    118    2
18    119    3
18    120    0
18    121    1
18    122    2
18    123    3
18    124    0
18    125    1
18    126    2
18    127    3
19    0    3
19    1    2
19    2    1
19    3    0
19    4    3
19    5    2
19    6    1
19    7    0
19    8    3
19    9    2
19    10    1
19    11    0
19    12    3
19    13    2
19    14    1
19    15    0
19    16    3
19    17    2
19    18    1
19    19    0
19    20    3
19    21    2
19    22    1
19    23    0
19    24    3
19    25    2
19    26    1
19    27    0
19    28    3
19    29    2
19    30    1
19    31    0
19    32    3
19    33    2
19    34    1
19    35    0
19    36    3
19    37    2
19    38    1
19    39    0
19    40    3
19    41    2
19    42    1
19    43    0
19    44    3
19    45    2
19    46    1
19    47    0
19    48    3
19    49    2
19    50    1
19    51    0
19    52    3
19    53    2
19    54    1
19    55    0
19    56    3
19    57    2
19    58    1
19    59    0
19    60    3
19    61    2
19    62    1
19    63    0
19    64    3
19    65    2
19    66    1
19    67    0
19    68    3
19    69    2
19    70    1
19    71    0
19    72    3
19    73    2
19    74    1
19    75    0
19    76    3
19    77    2
19    78    1
19    79    0
19    80    3
19    81    2
19    82    1
19    83    0
19    84    3
19    85    2
19    86    1
19    87    0
19    88    3
19    89    2
19    90    1
19    91    0
19    92    3
19    93    2
19    94    1
19    95    0
19    96    3
19    97    2
19    98    1
19    99    0
19    100    3
19    101    2
19    102    1
19    103    0
19    104    3
19    105    2
19    106    1
19    107    0
19    108    3
19    109    2
19    110    1
19    111    0
19    112    3
19    113    2
19    114    1
19    115    0
19    116    3
19    117    2
19    118    1
19    119    0
19    120    3
19    121    2
19    122    1
19    123    0
19    124    3
19    125    2
19    126    1
19    127    0
20    0    -1
20    1    -1
20    2    -1
20    3    -1
20    4    -1
20    5    -1
20    6    -1
20    7    -1
20    8    -1
20    9    -1
20    10    -1
20    11    -1
20    12    -1
20    13    -1
20    14    -1
20    15    -1
20    16    -1
20    17    -1
20    18    -1
20    19    -1
20    20    -1
20    21    -1
20    22    -1
20    23    -1
20    24    -1
20    25    -1
20    26    -1
20    27    -1
20    28    -1
20    29    -1
20    30    -1
20    31    -1
20    32    -1
20    33    -1
20    34    -1
20    35    -1
20    36    -1
20    37    -1
20    38    -1
20    39    -1
20    40    -1
20    41    -1
20    42    -1
20    43    -1
20    44    -1
20    45    -1
20    46    -1
20    47    -1
20    48    -1
20    49    -1
20    50    -1
20    51    -1
20    52    -1
20    53    -1
20    54    -1
20    55    -1
20    56    -1
20    57    -1
20    58    -1
20    59    -1
20    60    -1
20    61    -1
20    62    -1
20    63    -1
20    64    -1
20    65    -1
20    66    -1
20    67    -1
20    68    -1
20    69    -1
20    70    -1
20    71    -1
20    72    -1
20    73    -1
20    74    -1
20    75    -1
20    76    -1
20    77    -1
20    78    -1
20    79    -1
20    80    -1
20    81    -1
20    82    -1
20    83    -1
20    84    -1
20    85    -1
20    86    -1
20    87    -1
20    88    -1
20    89    -1
20    90    -1
20    91    -1
20    92    -1
20    93    -1
20    94    -1
20    95    -1
20    96    -1
20    97    -1
20    98    -1
20    99    -1
20    100    -1
20    101    -1
20    102    -1
20    103    -1
20    104    -1
20    105    -1
20    106    -1
20    107    -1
20    108    -1
20    109    -1
20    110    -1
20    111    -1
20    112    -1
20    113    -1
20    114    -1
20    115    -1
20    116    -1
20    117    -1
20    118    -1
20    119    -1
20    120    -1
20    121    -1
20    122    -1
20    123    -1
20    124    -1
20    125    -1
20    126    -1
20    127    -1
21    0    -1
21    1    -1
21    2    -1
21    3    -1
21    4    -1
21    5    -1
21    6    -1
21    7    -1
21    8    -1
21    9    -1
21    10    -1
21    11    -1
21    12    -1
21    13    -1
21    14    -1
21    15    -1
21    16    -1
21    17    -1
21    18    -1
21    19    -1
21    20    -1
21    21    -1
21    22    -1
21    23    -1
21    24    -1
21    25    -1
21    26    -1
21    27    -1
21    28    -1
21    29    -1
21    30    -1
21    31    -1
21    32    -1
21    33    -1
21    34    -1
21    35    -1
21    36    -1
21    37    -1
21    38    -1
21    39    -1
21    40    -1
21    41    -1
21    42    -1
21    43    -1
21    44    -1
21    45    -1
21    46    -1
21    47    -1
21    48    -1
21    49    -1
21    50    -1
21    51    -1
21    52    -1
21    53    -1
21    54    -1
21    55    -1
21    56    -1
21    57    -1
21    58    -1
21    59    -1
21    60    -1
21    61    -1
21    62    -1
21    63    -1
21    64    -1
21    65    -1
21    66    -1
21    67    -1
21    68    -1
21    69    -1
21    70    -1
21    71    -1
21    72    -1
21    73    -1
21    74    -1
21    75    -1
21    76    -1
21    77    -1
21    78    -1
21    79    -1
21    80    -1
21    81    -1
21    82    -1
21    83    -1
21    84    -1
21    85    -1
21    86    -1
21    87    -1
21    88    -1
21    89    -1
21    90    -1
21    91    -1
21    92    -1
21    93    -1
21    94    -1
21    95    -1
21    96    -1
21    97    -1
21    98    -1
21    99    -1
21    100    -1
21    101    -1
21    102    -1
21    103    -1
21    104    -1
21    105    -1
21    106    -1
21    107    -1
21    108    -1
21    109    -1
21    110    -1
21    111    -1
21    112    -1
21    113    -1
21    114    -1
21    115    -1
21    116    -1
21    117    -1
21    118    -1
21    119    -1
21    120    -1
21    121    -1
21    122    -1
21    123    -1
21    124    -1
21    125    -1
21    126    -1
21    127    -1
22    0    -1
22    1    -1
22    2    -1
22    3    -1
22    4    -1
22    5    -1
22    6    -1
22    7    -1
22    8    -1
22    9    -1
22    10    -1
22    11    -1
22    12    -1
22    13    -1
22    14    -1
22    15    -1
22    16    -1
22    17    -1
22    18    -1
22    19    -1
22    20    -1
22    21    -1
22    22    -1
22    23    -1
22    24    -1
22    25    -1
22    26    -1
22    27    -1
22    28    -1
22    29    -1
22    30    -1
22    31    -1
22    32    -1
22    33    -1
22    34    -1
22    35    -1
22    36    -1
22    37    -1
22    38    -1
22    39    -1
22    40    -1
22    41    -1
22    42    -1
22    43    -1
22    44    -1
22    45    -1
22    46    -1
22    47    -1
22    48    -1
22    49    -1
22    50    -1
22    51    -1
22    52    -1
22    53    -1
22    54    -1
22    55    -1
22    56    -1
22    57    -1
22    58    -1
22    59    -1
22    60    -1
22    61    -1
22    62    -1
22    63    -1
22    64    -1
22    65    -1
22    66    -1
22    67    -1
22    68    -1
22    69    -1
22    70    -1
22    71    -1
22    72    -1
22    73    -1
22    74    -1
22    75    -1
22    76    -1
22    77    -1
22    78    -1
22    79    -1
22    80    -1
22    81    -1
22    82    -1
22    83    -1
22    84    -1
22    85    -1
22    86    -1
22    87    -1
22    88    -1
22    89    -1
22    90    -1
22    91    -1
22    92    -1
22    93    -1
22    94    -1
22    95    -1
22    96    -1
22    97    -1
22    98    -1
22    99    -1
22    100    -1
22    101    -1
22    102    -1
22    103    -1
22    104    -1
22    105    -1
22    106    -1
22    107    -1
22    108    -1
22    109    -1
22    110    -1
22    111    -1
22    112    -1
22    113    -1
22    114    -1
22    115    -1
22    116    -1
22    117    -1
22    118    -1
22    119    -1
22    120    -1
22    121    -1
22    122    -1
22    123    -1
22    124    -1
22    125    -1
22    126    -1
22    127    -1
23    0    -1
23    1    -1
23    2    -1
23    3    -1
23    4    -1
23    5    -1
23    6    -1
23    7    -1
23    8    -1
23    9    -1
23    10    -1
23    11    -1
23    12    -1
23    13    -1
23    14    -1
23    15    -1
23    16    -1
23    17    -1
23    18    -1
23    19    -1
23    20    -1
23    21    -1
23    22    -1
23    23    -1
23    24    -1
23    25    -1
23    26    -1
23    27    -1
23    28    -1
23    29    -1
23    30    -1
23    31    -1
23    32    -1
23    33    -1
23    34    -1
23    35    -1
23    36    -1
23    37    -1
23    38    -1
23    39    -1
23    40    -1
23    41    -1
23    42    -1
23    43    -1
23    44    -1
23    45    -1
23    46    -1
23    47    -1
23    48    -1
23    49    -1
23    50    -1
23    51    -1
23    52    -1
23    53    -1
23    54    -1
23    55    -1
23    56    -1
23    57    -1
23    58    -1
23    59    -1
23    60    -1
23    61    -1
23    62    -1
23    63    -1
23    64    -1
23    65    -1
23    66    -1
23    67    -1
23    68    -1
23    69    -1
23    70    -1
23    71    -1
23    72    -1
23    73    -1
23    74    -1
23    75    -1
23    76    -1
23    77    -1
23    78    -1
23    79    -1
23    80    -1
23    81    -1
23    82    -1
23    83    -1
23    84    -1
23    85    -1
23    86    -1
23    87    -1
23    88    -1
23    89    -1
23    90    -1
23    91    -1
23    92    -1
23    93    -1
23    94    -1
23    95    -1
23    96    -1
23    97    -1
23    98    -1
23    99    -1
23    100    -1
23    101    -1
23    102    -1
23    103    -1
23    104    -1
23    105    -1
23    106    -1
23    107    -1
23    108    -1
23    109    -1
23    110    -1
23    111    -1
23    112    -1
23    113    -1
23    114    -1
23    115    -1
23    116    -1
23    117    -1
23    118    -1
23    119    -1
23    120    -1
23    121    -1
23    122    -1
23    123    -1
23    124    -1
23    125    -1
23    126    -1
23    127    -1
